0.0014436092	0.0028207004	-0.031269915	0.03599084	-0.004547757	-0.10902566	0.054259997	0.059288636	-0.038764082	-0.040838294	0.03404005	0.07645864	0.033038158	0.019600408	-0.045964215	-0.05520731
0.034160208	0.006350349	-0.037160214	0.067356005	-0.005958711	-0.16723128	0.007839108	-0.015684193	-0.074513406	-0.03567785	0.04710667	0.08681039	0.07217821	0.023495859	-0.0068336176	-0.045829855
-0.088221766	0.0015959621	-9.1153765e-05	0.052264318	-0.033779804	-0.088143714	0.035994932	-0.04727123	-0.11865943	-0.0007468946	0.08932953	0.025205696	0.073146164	0.0087182345	0.01047601	-0.035410255
-0.039186575	-0.021236178	0.042996418	0.059989773	-0.077515036	-0.11351152	0.1089624	0.010514121	-0.04849074	0.023341103	0.095267154	0.032917775	0.03854608	-0.008429588	-0.097860046	-0.05809516
0.043281306	0.07852487	0.020775793	-0.041493583	-0.0397236	-0.07212022	0.10245896	-0.042103518	-0.07032838	-0.0043451632	0.07559998	0.061588574	-0.020691916	0.02607706	-0.007590743	-0.009948402
0.008050864	-0.01871376	0.03111551	0.16545571	-0.029574508	-0.1197915	0.043079283	0.02526508	-0.07787621	0.0672108	0.032938663	0.010551649	0.01862072	-0.07000498	-0.02120226	-0.08877042
-0.080670096	0.024945851	0.027350817	0.060153536	-0.095404126	-0.14934444	-0.008129895	0.027951462	-0.0039996807	0.0046466277	0.048817076	0.04949625	0.059298493	0.049520537	-0.073467225	0.02947811
-0.01156428	0.034861196	0.014736844	0.12296997	-0.0010023365	-0.09165479	0.08670877	0.0022665367	-0.03319035	0.020132199	-0.014340608	0.01661062	0.039464023	0.026293026	-0.07512591	-0.029673727
0.028163215	-0.049113307	0.037358407	-0.015250392	-0.04766577	-0.1160081	0.04604247	-0.04078771	-0.10543225	0.04655145	0.114642985	0.09687675	-0.0011391364	0.043267835	-0.015723625	-0.0069794515
-0.017319597	-0.053593896	-0.014315957	0.05163544	-0.04652787	-0.095580384	0.074184544	-0.09478879	0.017822308	0.005307271	-0.028676959	0.048316505	0.07351727	-0.020359853	0.04410931	-0.018540047
0.0054585375	0.05573808	-0.060383745	0.026025197	-0.052091345	-0.19129393	-0.02437571	-0.06496253	-0.03618748	-0.04459795	0.016785039	0.08436518	-0.039846152	0.014575575	-0.024561284	-0.0046548885
0.045400444	-0.021841396	-0.032380514	0.045956526	-0.06127325	-0.19249333	0.055595614	-0.016790848	-0.07358822	-0.0096299695	0.023621507	0.07788309	-0.04757817	0.03665078	-0.051497944	0.01709263
0.035915412	0.07959901	-0.002620569	0.07917447	0.021582177	-0.1292448	0.087562874	0.021727873	-0.06359897	0.027621448	0.06917828	0.036187302	0.036244035	0.062667556	0.01556831	-0.006813833
